Time,Pan_Error,Pan_Angle,Tilt_Error,Tilt_Angle
24.17310,-6.69830,135.00000,1.49966,-33.97180
24.50195,-3.65313,135.00000,10.36765,-26.13569
24.65783,-2.69929,135.00000,11.72222,-17.47185
24.82039,-3.06170,135.00000,2.62035,-15.78475
25.12808,-2.99225,135.00000,-9.49021,-23.10225
25.28369,-3.06216,135.00000,-9.82142,-30.59000
25.42759,-3.04874,135.00000,-3.82591,-33.39870
25.61264,-3.00249,135.00000,3.64540,-30.65844
25.74543,-3.04084,135.00000,7.41594,-25.17411
25.87886,-3.09541,135.00000,6.41311,-20.40179
26.16679,-3.13286,135.00000,-4.52566,-24.03966
26.30181,-3.09073,135.00000,-4.90906,-27.80617
26.44477,-3.17403,135.00000,-3.33171,-30.38089
26.90715,-3.32612,135.00000,3.70379,-27.56371
27.04060,-3.43905,135.00000,3.82778,-24.84779
27.17447,-3.41656,135.00000,3.14561,-22.66832
27.30202,-3.52182,135.00000,0.41223,-22.40086
27.43314,-3.42072,135.00000,-2.34321,-24.28754
27.57311,-3.36308,135.00000,-2.93252,-26.50580
27.71165,-3.36313,135.00000,-2.83944,-28.76857
27.85039,-3.24320,135.00000,-0.13957,-28.87560
28.11208,-3.10576,135.00000,2.36898,-27.17650
28.24159,-3.09085,135.00000,2.18047,-25.54665
28.37897,-3.07724,135.00000,2.04172,-24.03018
29.30389,-3.19126,135.00000,-0.82026,-24.76450
29.43655,-3.11897,135.00000,-0.88153,-25.50177
29.83373,-2.90376,135.00000,-0.97488,-26.29210
29.96993,-2.86032,135.00000,-0.97408,-27.19055
30.11915,-2.81660,135.00000,-0.92855,-28.05596
30.25390,-2.78513,135.00000,0.14616,-27.95972
30.68296,-2.44453,135.00000,1.03128,-27.29788
30.83502,-2.39596,135.00000,1.03116,-26.58663
31.02912,-2.30714,135.00000,1.12101,-25.79837
31.16670,-2.18992,135.00000,1.37133,-24.88909
31.36210,-2.18837,135.00000,1.18310,-24.13447
31.50191,-2.27596,135.00000,0.82408,-23.68536
31.63493,-2.24724,135.00000,0.15708,-23.64852
31.77671,-2.10160,135.00000,-0.38673,-24.05518
31.91350,-1.94469,135.00000,-0.21692,-24.28109
32.07010,-1.84388,135.00000,-0.13906,-24.40356
32.20773,-1.82831,135.00000,-0.04380,-24.51196
32.34170,-1.85800,135.00000,-0.05974,-24.70495
32.47384,-1.68460,135.00000,0.03346,-24.81404
32.62269,-1.59836,135.00000,0.18643,-24.69877
32.76630,-1.49731,135.00000,0.17196,-24.71116
32.90084,-1.46730,135.00000,0.15697,-24.72241
33.03710,-1.56887,135.00000,-0.07774,-24.90043
33.17420,-1.56780,135.00000,-0.40396,-25.32592
33.30971,-1.58316,135.00000,-0.49784,-25.75423
33.44437,-1.64153,135.00000,-0.51224,-26.30431
34.02191,-6.14598,135.00000,-17.55052,-39.77313
34.22746,-6.57513,135.00000,-16.90503,-52.45312
34.36123,-6.49162,135.00000,-1.50605,-53.55510
34.50065,-6.33036,135.00000,12.83477,-43.88922
34.62609,-6.36018,135.00000,13.91586,-33.47374
34.88649,-6.37597,135.00000,-4.99328,-37.38757
35.01917,-6.49100,135.00000,-6.30153,-42.17735
35.16864,-6.56143,135.00000,-4.76155,-45.85802
35.69469,-6.71479,135.00000,5.04358,-42.03491
35.83465,-6.71469,135.00000,4.99659,-38.37295
36.23100,-6.73458,135.00000,-0.54086,-38.97150
36.36895,-6.63502,135.00000,-0.22988,-39.22984
